NODE_ID;PROMINENCY_LABEL;PROMINENCY_WEIGHT;PROMINENCY_PURITY;RECIPROCITY_LABEL;RECIPROCITY_WEIGHT;RECIPROCITY_PURITY
189;StronglyProminent;0,0149253731343284;0,000222766763198931;NonReciprocal;0;0
190;StronglyProminent;0,0677966101694915;0,0011490950876185;NonReciprocal;0;0
191;NonProminent;0;0;NonReciprocal;0;0
192;NonProminent;0;0;NonReciprocal;0;0
193;NonProminent;0;0;NonReciprocal;0;0
194;NonProminent;0;0;NonReciprocal;0;0
195;NonProminent;0;0;NonReciprocal;0;0
196;WeaklyProminent;0,0512820512820513;0,00366300366300366;NonReciprocal;0;0
197;StronglyProminent;0,490196078431373;0,00961168781237985;NonReciprocal;0;0
198;StronglyProminent;0,0227272727272727;0,000516528925619835;NonReciprocal;0;0
199;NonProminent;0;0;NonReciprocal;0;0
200;StronglyProminent;0,0357142857142857;0,00127551020408163;NonReciprocal;0;0
201;NonProminent;0;0;NonReciprocal;0;0
202;NonProminent;0;0;NonReciprocal;0;0
203;NonProminent;0;0;NonReciprocal;0;0
204;NonProminent;0;0;NonReciprocal;0;0
205;NonProminent;0;0;NonReciprocal;0;0
206;StronglyProminent;0,0204081632653061;0,00041649312786339;NonReciprocal;0;0
207;NonProminent;0;0;NonReciprocal;0;0
208;WeaklyProminent;0,05;0,00454545454545455;NonReciprocal;0;0
209;NonProminent;0;0;NonReciprocal;0;0
210;NonProminent;0;0;NonReciprocal;0;0
211;NonProminent;0;0;NonReciprocal;0;0
212;NonProminent;0;0;NonReciprocal;0;0
213;StronglyProminent;0,36;0,0144;NonReciprocal;0;0
214;NonProminent;0;0;NonReciprocal;0;0
215;NonProminent;0;0;NonReciprocal;0;0
216;NonProminent;0;0;NonReciprocal;0;0
217;NonProminent;0;0;NonReciprocal;0;0
218;NonProminent;0;0;NonReciprocal;0;0
219;NonProminent;0;0;NonReciprocal;0;0
220;NonProminent;0;0;NonReciprocal;0;0
221;NonProminent;0;0;NonReciprocal;0;0
222;NonProminent;0;0;NonReciprocal;0;0
223;NonProminent;0;0;NonReciprocal;0;0
224;StronglyProminent;0,486486486486487;0,00657414170927685;NonReciprocal;0;0
225;NonProminent;0;0;NonReciprocal;0;0
226;NonProminent;0;0;NonReciprocal;0;0
227;NonProminent;0;0;NonReciprocal;0;0
228;NonProminent;0;0;NonReciprocal;0;0
229;NonProminent;0;0;StronglyReciprocal;0,333333333333333;0,111111111111111
230;WeaklyProminent;0,0666666666666667;0,00606060606060606;NonReciprocal;0;0
231;NonProminent;0;0;NonReciprocal;0;0
232;NonProminent;0;0;NonReciprocal;0;0
233;NonProminent;0;0;NonReciprocal;0;0
234;NonProminent;0;0;NonReciprocal;0;0
235;NonProminent;0;0;NonReciprocal;0;0
236;WeaklyProminent;0,0571428571428571;0,00571428571428571;NonReciprocal;0;0
237;NonProminent;0;0;NonReciprocal;0;0
238;NonProminent;0;0;NonReciprocal;0;0
